Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,JobLevel,JobRole,MonthlyIncome,NumCompaniesWorked,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsSinceLastPromotion,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement
No,Travel_Rarely,Research & Development,7,3,Technical Degree,2,Sales Executive,50940,3.0,0,29.0,5,0,3.0,2.0,3.0,3
No,Travel_Frequently,Research & Development,2,4,Medical,2,Sales Representative,68770,7.0,0,16.0,3,6,2.0,1.0,2.0,3
Yes,Travel_Frequently,Research & Development,2,3,Medical,1,Research Scientist,22740,3.0,1,5.0,5,1,1.0,3.0,4.0,3
Yes,Travel_Frequently,Research & Development,28,3,Medical,5,Research Scientist,44340,5.0,3,7.0,1,0,1.0,2.0,1.0,3
Yes,Travel_Rarely,Research & Development,7,1,Medical,1,Research Scientist,62880,0.0,1,16.0,2,10,1.0,2.0,4.0,3
No,Travel_Rarely,Sales,7,4,Other,4,Healthcare Representative,25530,1.0,1,1.0,4,0,4.0,3.0,3.0,2
Yes,Travel_Frequently,Sales,3,3,Life Sciences,2,Research Scientist,76540,2.0,1,4.0,3,0,2.0,1.0,2.0,2
No,Non-Travel,Research & Development,10,3,Life Sciences,2,Manager,51600,1.0,1,1.0,3,0,4.0,2.0,3.0,1
No,Travel_Frequently,Research & Development,5,2,Medical,2,Research Scientist,171590,5.0,1,16.0,1,2,2.0,3.0,2.0,2
No,Travel_Rarely,Sales,10,2,Life Sciences,1,Sales Executive,128080,1.0,0,10.0,6,0,3.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,1,2,Life Sciences,3,Sales Executive,102210,0.0,1,6.0,2,1,3.0,3.0,4.0,3
No,Travel_Rarely,Sales,20,3,Marketing,2,Research Scientist,47790,0.0,1,4.0,6,1,4.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,7,2,Life Sciences,2,Research Scientist,37370,8.0,2,8.0,2,0,1.0,2.0,3.0,3
No,Travel_Rarely,Research & Development,8,4,Medical,2,Sales Representative,23660,3.0,0,11.0,5,1,3.0,3.0,2.0,2
Yes,Travel_Frequently,Sales,1,3,Marketing,2,Laboratory Technician,17060,7.0,0,8.0,3,0,3.0,1.0,2.0,3
No,Travel_Rarely,Sales,8,4,Marketing,1,Laboratory Technician,163070,1.0,0,1.0,3,0,1.0,3.0,1.0,2
No,Travel_Frequently,Research & Development,9,3,Life Sciences,2,Sales Executive,59330,0.0,0,5.0,3,1,3.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,Research Scientist,34240,4.0,0,10.0,3,1,3.0,1.0,3.0,3
No,Travel_Frequently,Research & Development,8,1,Medical,1,Research Scientist,40370,0.0,0,4.0,2,0,4.0,2.0,3.0,1
No,Travel_Rarely,Research & Development,5,1,Technical Degree,2,Laboratory Technician,25590,1.0,0,8.0,3,1,3.0,2.0,2.0,2
No,Travel_Rarely,Research & Development,15,4,Life Sciences,1,Sales Executive,62010,2.0,3,14.0,2,0,4.0,3.0,3.0,2
No,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Laboratory Technician,44030,2.0,0,10.0,3,0,3.0,4.0,4.0,2
No,Travel_Frequently,Sales,10,3,Life Sciences,4,Research Scientist,37610,3.0,0,26.0,3,1,2.0,4.0,3.0,2
Yes,Travel_Rarely,Research & Development,5,3,Life Sciences,2,Research Scientist,109340,6.0,2,11.0,2,0,1.0,1.0,1.0,3
No,Travel_Rarely,Sales,26,1,Marketing,1,Sales Representative,107610,3.0,1,24.0,5,14,4.0,1.0,4.0,2
No,Travel_Rarely,Sales,6,1,Technical Degree,2,Laboratory Technician,51750,4.0,1,9.0,2,2,2.0,2.0,3.0,4
No,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Manufacturing Director,138260,8.0,0,23.0,1,5,3.0,2.0,4.0,2
No,Travel_Rarely,Research & Development,23,4,Life Sciences,2,Research Scientist,63340,1.0,0,11.0,2,3,4.0,2.0,1.0,4
No,Travel_Rarely,Research & Development,2,4,Medical,2,Manager,49360,0.0,1,5.0,2,1,1.0,3.0,3.0,2
Yes,Travel_Rarely,Research & Development,2,3,Medical,2,Research Director,47750,3.0,1,15.0,3,1,4.0,1.0,1.0,4
No,Travel_Rarely,Human Resources,2,3,Human Resources,2,Manufacturing Director,28180,1.0,1,10.0,2,8,4.0,3.0,3.0,3
Yes,Travel_Frequently,Research & Development,29,3,Life Sciences,2,Healthcare Representative,25150,1.0,0,7.0,3,7,4.0,3.0,1.0,2
No,Travel_Frequently,Research & Development,6,3,Medical,1,Manager,23420,1.0,1,32.0,2,13,3.0,4.0,3.0,2
No,Travel_Rarely,Sales,25,5,Marketing,1,Research Scientist,41940,0.0,2,12.0,3,5,2.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Manufacturing Director,106850,4.0,3,4.0,2,0,3.0,2.0,3.0,3
No,Travel_Rarely,Research & Development,2,2,Medical,1,Research Scientist,20220,1.0,0,10.0,1,3,1.0,4.0,3.0,3
No,Travel_Rarely,Research & Development,1,3,Medical,1,Manager,23140,3.0,0,9.0,5,0,3.0,1.0,3.0,4
No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,Research Scientist,42560,1.0,3,5.0,1,0,4.0,2.0,3.0,3
No,Travel_Rarely,Sales,3,3,Life Sciences,3,Laboratory Technician,35800,4.0,1,8.0,1,0,4.0,4.0,3.0,2
No,Travel_Frequently,Human Resources,1,4,Technical Degree,2,Manufacturing Director,31620,2.0,2,24.0,1,13,4.0,4.0,1.0,3
No,Travel_Rarely,Sales,10,1,Life Sciences,1,Manufacturing Director,65240,0.0,1,9.0,2,7,1.0,1.0,4.0,4
No,Travel_Rarely,Research & Development,9,3,Medical,2,Manufacturing Director,28990,1.0,0,15.0,3,5,2.0,3.0,3.0,2
No,Travel_Rarely,Sales,5,5,Life Sciences,1,Manufacturing Director,52310,1.0,2,21.0,4,7,3.0,4.0,3.0,3
No,Travel_Rarely,Sales,10,2,Marketing,1,Manufacturing Director,23560,0.0,0,2.0,5,0,3.0,1.0,3.0,3
No,Non-Travel,Research & Development,7,3,Medical,1,Research Scientist,28000,3.0,2,8.0,0,2,4.0,4.0,,2
No,Travel_Rarely,Research & Development,4,3,Medical,3,Laboratory Technician,118360,1.0,0,10.0,2,7,1.0,2.0,3.0,4
No,Travel_Rarely,Research & Development,10,1,Life Sciences,1,Healthcare Representative,109030,0.0,0,6.0,3,4,2.0,3.0,3.0,4
No,Travel_Rarely,Research & Development,22,4,Medical,1,Sales Executive,29730,3.0,0,12.0,0,2,4.0,2.0,3.0,4
No,Travel_Rarely,Sales,9,3,Marketing,4,Research Scientist,142750,3.0,1,7.0,5,1,3.0,4.0,2.0,2
No,Travel_Rarely,Research & Development,12,4,Medical,1,Laboratory Technician,55620,8.0,1,18.0,2,7,3.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,23,4,Life Sciences,2,Healthcare Representative,45370,6.0,1,5.0,5,0,3.0,3.0,2.0,4
No,Travel_Rarely,Research & Development,9,1,Medical,1,Healthcare Representative,76420,2.0,1,8.0,2,2,1.0,1.0,1.0,2
Yes,Travel_Rarely,Research & Development,1,3,Other,3,Sales Executive,179240,1.0,2,10.0,2,6,2.0,1.0,3.0,3
No,Travel_Frequently,Sales,9,3,Marketing,1,Manufacturing Director,52040,3.0,1,10.0,2,1,3.0,3.0,3.0,3
No,Travel_Rarely,Sales,7,2,Life Sciences,1,Sales Executive,22770,1.0,1,3.0,2,1,4.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,14,3,Technical Degree,5,Research Director,27950,3.0,0,9.0,4,1,3.0,2.0,3.0,3
Yes,Travel_Rarely,Research & Development,2,3,Medical,1,Research Scientist,25320,1.0,0,1.0,2,0,1.0,1.0,3.0,1
Yes,Travel_Rarely,Research & Development,19,3,Life Sciences,2,Manager,25590,0.0,0,34.0,2,1,3.0,4.0,3.0,3
Yes,Travel_Rarely,Research & Development,2,3,Medical,3,Sales Executive,49080,4.0,1,7.0,3,1,3.0,2.0,3.0,2
No,Non-Travel,Research & Development,10,4,Life Sciences,5,Research Scientist,23800,4.0,0,9.0,5,1,4.0,1.0,2.0,3
No,Travel_Rarely,Research & Development,2,5,Life Sciences,1,Sales Executive,47650,8.0,1,10.0,4,7,3.0,1.0,2.0,3
No,Travel_Rarely,Research & Development,3,3,Life Sciences,2,Sales Executive,20440,1.0,0,1.0,2,0,1.0,4.0,1.0,3
No,Travel_Rarely,Research & Development,11,1,Medical,1,Laboratory Technician,26930,1.0,0,36.0,6,2,3.0,4.0,3.0,2
No,Travel_Rarely,Research & Development,2,2,Life Sciences,2,Research Scientist,65860,9.0,1,9.0,3,2,2.0,4.0,2.0,3
No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Research Director,32940,1.0,0,1.0,6,0,1.0,4.0,3.0,3
No,Travel_Rarely,Sales,14,2,Marketing,1,Sales Executive,41710,0.0,0,10.0,4,7,3.0,2.0,3.0,4
No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Manufacturing Director,27780,2.0,0,8.0,5,1,2.0,2.0,4.0,2
No,Travel_Rarely,Human Resources,1,3,Human Resources,1,Research Scientist,23770,6.0,2,15.0,3,0,2.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Sales Representative,24040,1.0,0,10.0,3,1,2.0,1.0,3.0,2
No,Travel_Rarely,Sales,12,2,Life Sciences,2,Sales Executive,23180,3.0,0,10.0,4,0,1.0,3.0,3.0,4
No,Travel_Rarely,Sales,2,2,Medical,1,Sales Executive,20080,2.0,0,11.0,3,7,4.0,3.0,3.0,3
No,Travel_Frequently,Research & Development,5,1,Medical,1,Research Scientist,62440,1.0,0,6.0,3,1,1.0,4.0,4.0,3
No,Travel_Rarely,Research & Development,4,2,Medical,1,Laboratory Technician,27990,4.0,1,27.0,0,0,3.0,3.0,3.0,1
No,Travel_Rarely,Research & Development,7,2,Life Sciences,3,Manager,105520,2.0,0,4.0,2,2,4.0,3.0,3.0,3
No,Travel_Frequently,Sales,21,3,Life Sciences,2,Human Resources,23290,3.0,0,9.0,2,0,1.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,8,2,Life Sciences,5,Manager,40140,8.0,1,24.0,3,0,4.0,4.0,3.0,3
No,Travel_Rarely,Sales,4,3,Medical,2,Laboratory Technician,74030,1.0,1,10.0,4,6,2.0,3.0,2.0,3
No,Travel_Frequently,Research & Development,25,1,Life Sciences,1,Manager,22590,1.0,0,8.0,2,7,4.0,3.0,2.0,3
No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Laboratory Technician,69320,1.0,0,5.0,5,1,4.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,1,1,Other,1,Manager,46780,5.0,1,8.0,0,0,4.0,2.0,3.0,4
No,Travel_Rarely,Sales,6,3,Marketing,3,Sales Representative,135820,1.0,1,1.0,3,0,3.0,4.0,2.0,2
No,Travel_Rarely,Research & Development,12,4,Technical Degree,1,Laboratory Technician,23320,1.0,0,27.0,2,0,4.0,1.0,1.0,3
Yes,Travel_Rarely,Human Resources,1,3,Medical,2,Laboratory Technician,24130,1.0,1,1.0,2,0,3.0,2.0,3.0,3
No,Non-Travel,Sales,17,2,Marketing,3,Sales Executive,97050,1.0,2,4.0,3,1,2.0,3.0,2.0,2
No,Travel_Frequently,Research & Development,3,3,Other,2,Research Scientist,42940,2.0,0,32.0,2,12,2.0,3.0,3.0,2
No,Travel_Rarely,Research & Development,3,2,Life Sciences,3,Research Scientist,47210,3.0,1,6.0,3,0,2.0,4.0,3.0,3
No,Travel_Rarely,Research & Development,10,3,Technical Degree,3,Manager,25190,0.0,2,23.0,2,1,2.0,4.0,2.0,3
No,Travel_Rarely,Research & Development,4,3,Medical,1,Research Director,21210,1.0,1,6.0,2,1,2.0,2.0,2.0,3
No,Travel_Rarely,Sales,29,2,Technical Degree,2,Research Scientist,29730,1.0,0,10.0,2,1,3.0,1.0,3.0,3
No,Non-Travel,Sales,2,4,Life Sciences,2,Manufacturing Director,58550,1.0,1,10.0,3,4,1.0,1.0,3.0,2
No,Travel_Frequently,Research & Development,7,3,Medical,2,Research Scientist,36170,7.0,1,10.0,5,0,4.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,18,1,Medical,2,Manufacturing Director,67250,9.0,1,7.0,3,1,3.0,3.0,3.0,3
No,Travel_Frequently,Sales,28,4,Marketing,5,Manufacturing Director,103250,1.0,1,9.0,3,7,3.0,4.0,3.0,2
No,Travel_Rarely,Research & Development,1,4,Life Sciences,3,Healthcare Representative,69490,1.0,1,10.0,2,1,3.0,1.0,2.0,3
No,Travel_Rarely,Research & Development,6,2,Life Sciences,3,Research Scientist,106090,2.0,1,10.0,2,7,2.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,2,1,Life Sciences,4,Research Scientist,44470,1.0,0,7.0,4,0,4.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,2,3,Medical,2,Sales Executive,21570,1.0,0,16.0,1,1,2.0,1.0,3.0,2
No,Travel_Rarely,Research & Development,23,3,Life Sciences,3,Manufacturing Director,46010,0.0,2,6.0,2,0,2.0,1.0,2.0,3
No,Travel_Rarely,Research & Development,3,1,Life Sciences,1,Laboratory Technician,170990,1.0,1,3.0,2,2,3.0,4.0,3.0,3
Yes,Travel_Frequently,Research & Development,3,5,Medical,1,Research Director,24790,,1,0.0,2,0,2.0,4.0,4.0,2
No,Travel_Rarely,Research & Development,25,4,Medical,2,Research Scientist,148520,3.0,3,27.0,3,1,4.0,3.0,3.0,2
No,Travel_Rarely,Sales,2,4,Life Sciences,1,Laboratory Technician,72640,0.0,0,,5,0,3.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,22,1,Life Sciences,1,Laboratory Technician,56660,1.0,1,18.0,2,14,1.0,3.0,3.0,3
No,Non-Travel,Research & Development,29,3,Medical,2,Sales Executive,78230,1.0,1,15.0,3,2,3.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,29,4,Technical Degree,1,Laboratory Technician,78800,3.0,1,9.0,2,0,3.0,3.0,2.0,4
No,Travel_Frequently,Research & Development,2,3,Technical Degree,2,Manager,131940,0.0,0,10.0,2,3,1.0,3.0,1.0,3
No,Travel_Rarely,Research & Development,28,3,Life Sciences,2,Laboratory Technician,50670,1.0,2,10.0,3,3,4.0,4.0,3.0,2
No,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Sales Executive,50790,3.0,0,10.0,3,0,4.0,3.0,4.0,3
Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Healthcare Representative,23210,9.0,1,15.0,0,6,4.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,22,3,Life Sciences,2,Healthcare Representative,174440,1.0,0,8.0,4,7,2.0,2.0,1.0,3
No,Travel_Rarely,Research & Development,8,3,Technical Degree,2,Healthcare Representative,24040,6.0,0,18.0,2,3,3.0,4.0,2.0,2
No,Travel_Frequently,Sales,2,2,Marketing,1,Laboratory Technician,34520,4.0,1,14.0,2,0,1.0,4.0,3.0,2
No,Travel_Frequently,Sales,10,4,Marketing,3,Manager,22700,2.0,3,23.0,2,2,3.0,4.0,3.0,3
Yes,Travel_Rarely,Research & Development,9,3,Life Sciences,2,Manager,173990,6.0,0,7.0,3,2,,4.0,2.0,1
No,Travel_Frequently,Research & Development,15,3,Life Sciences,2,Research Scientist,54880,1.0,1,6.0,6,1,1.0,4.0,3.0,3
No,Travel_Rarely,Sales,10,4,Life Sciences,3,Sales Executive,194190,7.0,1,5.0,2,0,2.0,3.0,3.0,1
No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Research Scientist,28110,2.0,0,6.0,3,1,4.0,4.0,2.0,3
Yes,Travel_Rarely,Sales,16,4,Marketing,1,Research Director,36330,3.0,2,10.0,0,0,1.0,1.0,1.0,3
No,Travel_Rarely,Research & Development,20,1,Medical,2,Manager,41630,9.0,1,8.0,4,1,3.0,3.0,3.0,2
No,Travel_Rarely,Research & Development,23,3,Life Sciences,3,Sales Executive,21320,4.0,0,9.0,1,0,2.0,1.0,3.0,2
No,Travel_Frequently,Sales,5,1,Marketing,4,Manufacturing Director,139730,1.0,0,7.0,3,0,4.0,3.0,3.0,2
No,Travel_Rarely,Sales,10,3,Marketing,2,Research Director,26840,4.0,0,7.0,2,1,4.0,2.0,3.0,3
No,Travel_Rarely,Sales,4,2,Life Sciences,2,Research Director,108450,3.0,0,27.0,4,1,1.0,2.0,3.0,2
No,Travel_Rarely,Research & Development,2,2,Medical,3,Sales Executive,43770,5.0,1,19.0,2,1,4.0,1.0,3.0,2
No,Travel_Rarely,Research & Development,18,4,Medical,2,Sales Executive,37430,1.0,1,2.0,2,2,3.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,10,3,Medical,3,Laboratory Technician,41480,1.0,0,11.0,3,7,4.0,2.0,3.0,3
No,Travel_Rarely,Research & Development,1,3,Life Sciences,2,Healthcare Representative,10510,2.0,0,15.0,2,1,1.0,2.0,3.0,3
No,Travel_Rarely,Human Resources,6,2,Life Sciences,2,Research Scientist,107390,2.0,3,30.0,3,2,3.0,3.0,3.0,3
No,Non-Travel,Research & Development,8,4,Life Sciences,4,Laboratory Technician,103880,0.0,0,4.0,2,1,4.0,3.0,,3
No,Travel_Rarely,Research & Development,2,2,Medical,2,Healthcare Representative,114160,6.0,0,13.0,2,0,4.0,1.0,3.0,3
No,Travel_Rarely,Sales,24,3,Marketing,1,Laboratory Technician,26000,3.0,0,36.0,5,4,2.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Research Scientist,24220,1.0,1,14.0,2,6,3.0,3.0,3.0,3
Yes,Travel_Frequently,Research & Development,17,4,Medical,1,Research Director,54720,3.0,1,13.0,3,6,4.0,4.0,4.0,2
No,Travel_Frequently,Research & Development,19,2,Life Sciences,2,Research Scientist,24510,7.0,1,19.0,3,2,4.0,4.0,4.0,3
No,Travel_Rarely,Research & Development,1,2,Medical,2,Sales Representative,42400,1.0,0,10.0,2,0,1.0,2.0,2.0,2
No,Travel_Rarely,Research & Development,7,3,Medical,5,Sales Executive,109990,1.0,3,6.0,3,0,4.0,4.0,3.0,2
No,Travel_Rarely,Research & Development,5,4,Technical Degree,5,Research Scientist,50030,0.0,0,10.0,5,1,4.0,2.0,2.0,3
No,Travel_Rarely,Research & Development,28,4,Technical Degree,2,Sales Executive,127420,1.0,0,10.0,4,0,1.0,4.0,3.0,2
No,Travel_Rarely,Research & Development,2,4,Medical,1,Laboratory Technician,42270,4.0,0,17.0,3,2,4.0,1.0,2.0,2
No,Travel_Frequently,Sales,29,2,Medical,1,Sales Executive,39170,1.0,3,4.0,2,3,4.0,2.0,3.0,3
No,Travel_Rarely,Research & Development,1,4,Medical,3,Laboratory Technician,183030,6.0,1,29.0,2,1,2.0,2.0,3.0,2
No,Travel_Rarely,Research & Development,21,3,Medical,2,Manufacturing Director,23800,4.0,0,23.0,3,0,3.0,3.0,3.0,1
No,Travel_Rarely,Research & Development,24,4,Life Sciences,4,Manager,137260,3.0,0,21.0,6,0,4.0,3.0,3.0,4
No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Sales Representative,47770,1.0,1,2.0,3,0,4.0,1.0,3.0,3
No,Non-Travel,Research & Development,18,2,Medical,2,Healthcare Representative,63850,1.0,0,7.0,6,1,3.0,4.0,3.0,2
No,Travel_Rarely,Research & Development,2,2,Technical Degree,3,Sales Executive,199730,6.0,0,10.0,2,0,1.0,3.0,2.0,3
No,Travel_Rarely,Research & Development,9,3,Technical Degree,3,Healthcare Representative,68610,4.0,0,8.0,2,2,3.0,4.0,3.0,2
Yes,Travel_Rarely,Human Resources,6,3,Life Sciences,3,Laboratory Technician,49690,1.0,0,5.0,3,1,4.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,11,2,Life Sciences,1,Sales Executive,198450,7.0,1,7.0,3,0,4.0,3.0,2.0,3
No,Travel_Rarely,Research & Development,24,3,Life Sciences,4,Research Director,133200,3.0,0,11.0,2,1,2.0,4.0,3.0,3
Yes,Travel_Frequently,Sales,10,2,Marketing,1,Healthcare Representative,63470,2.0,1,19.0,3,7,4.0,3.0,3.0,1
Yes,Travel_Rarely,Sales,1,3,Life Sciences,2,Research Scientist,27430,1.0,1,1.0,2,0,4.0,2.0,3.0,3
No,Non-Travel,Research & Development,18,2,Medical,1,Human Resources,108800,1.0,1,7.0,5,5,4.0,4.0,3.0,3
No,Travel_Rarely,Research & Development,23,1,Life Sciences,5,Laboratory Technician,23420,5.0,2,8.0,2,1,1.0,2.0,3.0,3
No,Travel_Rarely,Sales,28,3,Life Sciences,2,Research Scientist,176500,1.0,1,15.0,6,4,2.0,4.0,4.0,1
No,Travel_Rarely,Sales,17,4,Medical,1,Manager,40250,3.0,1,19.0,5,0,3.0,4.0,4.0,2
No,Travel_Rarely,Sales,3,3,Life Sciences,3,Manager,97250,1.0,0,14.0,0,2,2.0,2.0,3.0,3
No,Travel_Frequently,Research & Development,13,3,Life Sciences,1,Laboratory Technician,119040,1.0,1,6.0,4,1,3.0,4.0,2.0,3
No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Healthcare Representative,21770,1.0,0,10.0,5,8,2.0,4.0,3.0,3
Yes,Travel_Rarely,Research & Development,12,2,Medical,2,Research Scientist,75250,1.0,2,3.0,2,0,3.0,4.0,3.0,3
No,Travel_Rarely,Human Resources,1,3,Life Sciences,1,Research Scientist,48340,1.0,0,9.0,1,6,3.0,4.0,3.0,4
No,Travel_Frequently,Research & Development,13,3,Life Sciences,3,Sales Executive,20420,0.0,0,6.0,2,1,1.0,4.0,4.0,3
No,Travel_Rarely,Research & Development,25,4,Life Sciences,2,Sales Executive,22200,1.0,0,10.0,2,8,4.0,4.0,3.0,1
No,Travel_Rarely,Research & Development,6,3,Life Sciences,3,Sales Executive,10520,1.0,0,5.0,3,0,3.0,3.0,3.0,3
No,Travel_Rarely,Sales,6,4,Marketing,1,Research Scientist,28210,1.0,0,10.0,3,8,4.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,2,2,Life Sciences,2,Research Scientist,192370,9.0,1,9.0,2,1,4.0,3.0,3.0,3
No,Travel_Rarely,Human Resources,1,4,Life Sciences,3,Research Scientist,41070,3.0,1,17.0,2,6,3.0,4.0,2.0,1
No,Non-Travel,Sales,2,3,Life Sciences,2,Manufacturing Director,83960,3.0,2,25.0,3,14,3.0,3.0,2.0,2
Yes,Travel_Rarely,Sales,6,2,Medical,2,Manager,20070,1.0,0,1.0,2,0,4.0,3.0,3.0,2
Yes,Travel_Frequently,Research & Development,1,3,Medical,2,Sales Executive,196270,7.0,2,25.0,1,14,3.0,3.0,1.0,3
No,Travel_Rarely,Research & Development,9,1,Medical,1,Sales Executive,106860,1.0,1,3.0,2,0,4.0,3.0,4.0,3
No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Research Director,29420,1.0,1,21.0,4,8,4.0,2.0,3.0,3
No,Travel_Frequently,Sales,1,1,Marketing,2,Laboratory Technician,88580,6.0,1,10.0,2,1,1.0,3.0,2.0,3
No,Travel_Rarely,Research & Development,14,2,Life Sciences,1,Sales Executive,167560,1.0,2,6.0,5,0,2.0,3.0,4.0,3
No,Non-Travel,Sales,2,2,Medical,2,Research Scientist,107980,6.0,2,10.0,5,1,3.0,2.0,3.0,1
No,Travel_Rarely,Research & Development,22,2,Technical Degree,1,Healthcare Representative,23230,2.0,1,18.0,2,0,2.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Research Scientist,14160,1.0,1,6.0,3,1,2.0,1.0,4.0,2
No,Travel_Rarely,Research & Development,6,3,Medical,4,Sales Executive,46150,6.0,0,19.0,3,0,3.0,2.0,3.0,2
No,Travel_Rarely,Sales,8,4,Life Sciences,1,Laboratory Technician,24610,2.0,1,17.0,4,0,4.0,3.0,3.0,3
No,Travel_Rarely,Sales,9,4,Marketing,1,Laboratory Technician,87220,1.0,1,10.0,3,0,2.0,4.0,2.0,3
No,Non-Travel,Research & Development,3,2,Life Sciences,2,Sales Executive,39550,7.0,1,4.0,5,0,3.0,2.0,1.0,3
No,Travel_Rarely,Research & Development,1,4,Technical Degree,3,Sales Executive,99570,4.0,0,13.0,1,0,3.0,4.0,2.0,3
Yes,Travel_Rarely,Research & Development,1,3,Medical,2,Manufacturing Director,33760,5.0,0,16.0,3,2,2.0,1.0,3.0,3
Yes,Travel_Rarely,Research & Development,26,3,Medical,2,Research Director,88230,6.0,2,10.0,3,0,1.0,2.0,3.0,3
No,Travel_Rarely,Sales,6,4,Life Sciences,3,Manufacturing Director,103220,1.0,2,3.0,2,1,3.0,2.0,1.0,3
No,Travel_Frequently,Sales,3,3,Marketing,2,Sales Executive,46210,2.0,1,9.0,3,1,4.0,4.0,2.0,3
No,Non-Travel,Research & Development,3,3,Life Sciences,2,Manufacturing Director,109760,1.0,0,9.0,3,5,4.0,4.0,3.0,2
No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,Research Scientist,36600,3.0,2,10.0,0,0,4.0,3.0,1.0,2
No,Travel_Rarely,Sales,6,3,Life Sciences,3,Manufacturing Director,104820,1.0,1,21.0,6,12,2.0,2.0,2.0,2
No,Travel_Rarely,Research & Development,19,4,Medical,1,Sales Representative,71190,4.0,0,9.0,2,0,3.0,3.0,4.0,3
No,Travel_Frequently,Sales,9,3,Life Sciences,1,Research Director,95820,0.0,1,10.0,2,0,4.0,1.0,3.0,3
No,Travel_Frequently,Sales,3,4,Marketing,1,Sales Executive,45080,0.0,1,3.0,5,2,1.0,4.0,3.0,3
Yes,Travel_Frequently,Research & Development,10,3,Life Sciences,1,Human Resources,22070,6.0,0,6.0,4,1,3.0,4.0,2.0,3
No,Travel_Rarely,Research & Development,3,2,Life Sciences,3,Laboratory Technician,77560,1.0,2,6.0,3,0,1.0,3.0,3.0,4
No,Travel_Rarely,Sales,3,3,Life Sciences,1,Manager,66940,1.0,1,6.0,2,1,3.0,4.0,2.0,2
Yes,Travel_Rarely,Sales,4,3,Marketing,5,Research Scientist,36910,1.0,0,2.0,3,2,2.0,2.0,3.0,3
No,Travel_Frequently,Research & Development,8,4,Life Sciences,1,Sales Executive,23770,8.0,1,10.0,2,0,4.0,3.0,4.0,3
No,Travel_Rarely,Sales,7,3,Life Sciences,3,Sales Executive,23130,2.0,0,12.0,5,1,3.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,1,2,Medical,2,Healthcare Representative,176650,0.0,0,6.0,5,1,4.0,4.0,3.0,2
No,Non-Travel,Research & Development,2,4,Medical,1,Sales Representative,25960,8.0,1,13.0,4,1,4.0,2.0,2.0,3
No,Travel_Rarely,Sales,3,4,Marketing,1,Sales Executive,47280,3.0,1,8.0,4,0,4.0,4.0,4.0,3
Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Sales Executive,43020,2.0,0,11.0,3,0,1.0,1.0,2.0,1
No,Travel_Frequently,Research & Development,28,3,Medical,1,Healthcare Representative,29790,4.0,1,9.0,3,0,3.0,2.0,2.0,3
Yes,Travel_Rarely,Human Resources,9,4,Human Resources,2,Laboratory Technician,168850,2.0,2,10.0,2,0,1.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,3,4,Other,2,Sales Representative,55930,1.0,1,1.0,3,0,4.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,2,1,Medical,1,Sales Representative,104450,3.0,1,10.0,3,1,3.0,3.0,3.0,3
No,Non-Travel,Research & Development,10,4,Life Sciences,1,Laboratory Technician,87400,2.0,1,12.0,2,0,2.0,2.0,3.0,3
No,Travel_Rarely,Research & Development,8,2,Technical Degree,1,Manufacturing Director,25140,3.0,0,15.0,2,1,2.0,4.0,3.0,2
